quat	0.92	-0.01	-0.00	-0.40		222	-404	16526	6	-7	-4

quat	0.92	-0.01	-0.00	-0.40		308	-250	16618	7	-2	5

quat	0.92	-0.01	-0.00	-0.40		268	-356	16380	-9	0	5

quat	0.92	-0.01	-0.00	-0.40		174	-414	16362	-3	30	-7

quat	0.92	-0.01	-0.00	-0.40		372	-402	16374	-10	39	-12

quat	0.92	-0.01	-0.00	-0.40		334	-300	16264	-20	35	8

quat	0.92	-0.01	0.00	-0.40		142	-458	16380	-13	29	17

quat	0.92	-0.01	0.00	-0.40		174	-356	16404	0	20	-1

quat	0.92	-0.01	0.00	-0.40		200	-246	16362	10	14	-2

quat	0.92	-0.01	0.00	-0.40		98	-312	16526	7	11	0

quat	0.92	-0.01	0.00	-0.40		238	-238	16526	5	4	-5

quat	0.92	-0.01	0.00	-0.40		358	-222	16464	15	0	-5

